smarthome_id	VendorName	Vendor Websites	Policy Link On Website
424	petoneer	https://www.petoneer.com/	https://www.petoneer.com/pact/privacy-policy/en
425	phc-toys	https://phc-toys.com/	None
426	usa	https://www.usa.lighting.philips.com/consumer/smart-lighting4	https://www.usa.lighting.philips.com/privacy-notice
427	phnix-e	https://www.phnix-e.com/	None
428	phyn	https://www.phyn.com/	https://www.phyn.com/privacy-policy/
429	physen	https://physen.net/	https://physen.net/pages/privacy-policy
430	picostone	https://www.picostone.com/	None
431	pingbells	http://www.pingbells.com/	None
432	pioneerelectronics	https://www.pioneerelectronics.com/PUSA/	https://www.pioneerelectronics.com/PUSA/AboutPioneer/Privacy-Policy
433	plejd	https://www.plejd.com/en	https://www.plejd.com/privacy-policy
434	plugwise	https://www.plugwise.com/en_US/	http://www.plugwise.com/nl_NL/privacy
435	plusminus	https://plusminus.ai/	
436	poersmart	https://www.poersmart.com/	https://www.poersmart.com/
437	propellerhealth	https://www.propellerhealth.com/	https://www.propellerhealth.com/privacy-policy
438	purei9	https://purei9.com/	https://purei9.com/policies/privacy-policy
439	qcenz	http://www.qcenz.com/	http://www.qcenz.com/privacy-policy/
440	rachio	https://www.rachio.com/	https://www.rachio.com/privacy-policy/
441	rainmachine	http://www.rainmachine.com/	https://www.rainmachine.com/privacy/
442	realknx	https://realknx.com/en/meet-realknx/	None
443	remootio	https://remootio.com	http://remootio.com/privacypolicy.html
444	renpho	https://renpho.com/	https://renpho.com/pages/renpho-privacy-policy
445	reolink	https://reolink.com/	https://reolink.com/privacy-policy/
446	restperformance	https://restperformance.com/	None
447	revogi	https://www.revogi.com/	https://www.revogi.com/support/privacy-policy
448	ring	https://ring.com/	https://ring.com/privacy
449	sinopetech	https://www.sinopetech.com/us/	None
450	roborock	https://en.roborock.com/	None
451	roku	https://www.roku.com/	https://docs.roku.com/published/userprivacypolicy/en/us
452	myroome	http://en.myroome.com/	None
453	getroost	https://www.getroost.com/	https://www.getroost.com/privacy
454	rubetek	https://www.rubetek.design/	None
455	samsung	https://www.samsung.com/us/	https://www.samsung.com/us/account/privacy-policy/
456	satco	http://www.satco.com/	http://www.satco.com/privacy-policy
457	schlage	https://www.schlage.com/en/home.html	mailto:dataprivacy@allegion.com
458	sciener	https://www.sciener.my/	https://www.sciener.my/legal/privacy-policy/
459	scoutalarm	https://www.scoutalarm.com/	https://www.scoutalarm.com/pages/legal/privacy-policy
460	scrypted	https://scrypted.app/	None
461	seneye	https://www.seneye.com/	None
462	us	https://us.sengled.com/	https://us.sengled.com/pages/privacy-policy
463	sensative	https://sensative.com/	https://sensative.com/privacy-policy/
464	sense	https://sense.com/	https://sense.com/privacy
465	sensi	https://sensi.emerson.com/en-us	https://www.emerson.com/en-us/privacy-notice
466	sensibo	https://sensibo.com/	https://sensibo.com/pages/privacy-policy
467	sensinova	https://www.sensinova.in/	None
468	senville	https://senville.com/	None
469	sharkclean	https://www.sharkclean.com/	https://www.sharkclean.com/privacy-policy/
470	shelly	https://shelly.cloud/	https://shelly.cloud/privacy-policy/
471	silvan	http://www.silvan.co.in/	None
472	simcam	https://www.simcam.ai/	https://www.simcam.ai/simcam-privacy
473	simplehuman	https://www.simplehuman.com/	https://www.simplehuman.com/privacy-policy/
474	simplisafe	https://simplisafe.com:443/	https://simplisafe.com:443/privacy
475	mysimplysmarthome	https://www.mysimplysmarthome.com/	https://www.mysimplysmarthome.com/privacy-policy/
476	simpnic	https://simpnic.com/	None
477	skydrop	https://www.skydrop.com/	https://www.skydrop.com/privacy/
478	sleepace	http://www.sleepace.com/	http://www.sleepace.com/privacy.html
479	sleepnumber	https://www.sleepnumber.com/sleepiq-sleep-tracker	https://www.sleepnumber.com/legal-notices/privacy-policy
480	smanos	https://www.smanos.com/	https://www.smanos.com/Privacy_pc
481	smappee	https://www.smappee.com/us/homepage?l=en_US	https://www.smappee.com/be_en/privacy
482	smartap-tech	https://smartap-tech.com/	https://smartap-tech.com/wp-content/uploads/2018/02/SMARTAP-A.Y-LTD.-PRIVACY-POLICY-Final-4.2.18.pdf
483	smarteefi	https://www.smarteefi.com/index.php	None
484	smartenit	https://smartenit.com/	https://smartenit.com/privacy-policy/
485	smarter	https://www.smarter.am/	https://www.smarter.am/terms-condition
486	smarthab	https://www.smarthab.fr/index.php/home-en/	None
487	smartiblue	https://www.smartiblue.us/	https://www.smartiblue.us/terms-and-privacy-policy/
488	smartnode	https://smartnode.in/	https://smartnode.in/privacy-policy
489	smartrent	https://smartrent.com/	https://smartrent.com/privacy/
490	smartthings	https://www.smartthings.com/	https://www.smartthings.com/privacy
492	solaredge	https://www.solaredge.com/us/	https://www.solaredge.com/privacy-policy
493	solargaps	https://solargaps.com/	https://solargaps.com/privacy-policy
494	somasmarthome	https://www.somasmarthome.com/	https://www.iubenda.com/privacy-policy/32260444
495	somfy	https://www.somfy.com.lb/en-lb/	https://www.somfy.com.lb/en-lb/privacy-policy
496	sonoff	https://sonoff.tech/	https://sonoff.tech/privacy-policy
497	sonos	https://www.sonos.com/en-us/home	https://www.sonos.com/en-us/legal/privacy
498	sony	https://www.sony.com/regional/smart-home	https://www.sony.com/en_us/SCA/privacy-policy.html
499	sowee	https://www.sowee.fr/	None
500	spikingnet	http://spikingnet.com/	http://spikingnet.com/?page_id=286
501	spline	https://spline.ch/	None
502	myspotcam	https://www.myspotcam.com/en	https://www.myspotcam.com/en/welcome/privacy/
503	starlinghome	https://www.starlinghome.io/	None
504	sansistellar	http://www.sansistellar.com/	None
505	stelpro	http://www.stelpro.com/en-CA	http://www.stelpro.com/en-CA/maestro-privacy-statement
506	stirlingappliances	https://stirlingappliances.com.au/	https://stirlingappliances.com.au/privacy-policy/
507	strava	https://www.strava.com/	https://www.strava.com/legal/privacy
508	suavinex	https://www.suavinex.com/	https://www.suavinex.com/politica-de-privacidad
509	supacell	https://www.supacell.eu.com/	http://www.supacell.eu.com/led/privacy-policy/
510	supla	https://www.supla.org/en/	None
511	sureuniversal	https://www.sureuniversal.com/	https://www.sureuniversal.com/privacy-policy/
512	swidget	https://www.swidget.com/	https://swidget.com/privacy-policy/
513	switchbee	https://www.switchbee.com/	https://www.switchbee.com/privacy-information-security-policy/
514	consumer	https://consumer.sylvania.com/	https://consumer.sylvania.com/about-us/privacy-policy/index.jsp
515	symcon	https://www.symcon.de/en/	https://www.symcon.de/en/privacy-policy/
516	syska	https://syska.co.in/	https://syska.co.in/privacy-policy
517	t2fi	https://t2fi.com/	https://t2fi.com/privacy-policy
518	tado	https://www.tado.com/us/	https://www.tado.com/us/privacy-policies
519	tapo	https://www.tapo.com/us/	https://www.tapo.com/us/privacy/
520	tatung	http://www.tatung.com/	http://www.tatung.com.tw/b5/privacy-cookie-en.html
521	tclusa	https://www.tclusa.com/	https://www.tclusa.com/footer/about-us/terms-privacy
522	tcpsmart	https://www.tcpsmart.eu/	https://www.tcpsmart.eu/technical-consumer-products-privacy-policy/
523	gettecla	https://gettecla.com/	https://gettecla.com/pages/privacy-policy
524	ubiant	https://www.ubiant.com/en/	None
525	tellur	https://www.tellur.com/	https://www.tellur.com/privacy-policy/
526	thermosmart	https://www.thermosmart.com/	https://www.thermosmart.com/privacy-statement/
527	thinka	https://thinka.eu/en/thinka-for-knx.html	https://thinka.eu/en/privacy-statement.html
528	tibber	https://tibber.com/en	None
529	tikteck	https://www.tikteck.com/	None
530	thetileapp	https://www.thetileapp.com/	https://www.thetileapp.com/en-us/privacy-policy
531	topgreener	https://www.topgreener.com/	https://www.topgreener.com/privacy
532	toshiba-lifestyle	https://www.toshiba-lifestyle.com/jp/	https://www.toshiba-lifestyle.co.jp/privacy/?_ga=2.28383546.763465959.1580475355-1634051829.1580475355
533	thetrackr	https://www.thetrackr.com/	https://www.thetrackr.com/privacy-policy/
534	mytracmo	http://mytracmo.com/	https://mytracmo.com/privacy-policy/
535	traegergrills	https://www.traegergrills.com/	https://www.traegergrills.com/privacy-policy
536	trust	https://www.trust.com/en/	https://www.trust.com/en/legal/privacy
537	tuya	https://en.tuya.com/	https://auth.tuya.com/privacy?from=http%3A%2F%2Fiot.tuya.com%2F
538	twinkly	https://twinkly.com/	https://twinkly.com/privacy-policy/
539	u-tec	https://www.u-tec.com:443/	https://www.u-tec.com:443/company/privacy.html
540	ubibot	https://www.ubibot.io/	https://www.ubibot.io/privacy/
541	uhooair	https://uhooair.com/	https://uhooair.com/legal/privacy-policy/
542	ultraloq	https://ultraloq.com/	https://ultraloq.com/privacy-policy/
543	unifi-network	https://unifi-network.ui.com/	https://www.ui.com/legal/privacypolicy/
544	v-tac	https://www.v-tac.eu/	None
545	vektiva	https://vektiva.com/	None
546	veluxusa	https://www.veluxusa.com/	http://www.veluxusa.com/our-company/privacy-policy
547	vemmio	http://vemmio.com/	http://vemmio.com/privacy-policy/
548	venstar	https://venstar.com/	None
549	getvera	https://getvera.com/	https://getvera.com/pages/privacy
550	vesync	http://www.vesync.com/	http://www.vesync.com/privacy-policy
551	viaroom	http://viaroom.com/	None
552	vibesmarthomes	https://www.vibesmarthomes.com/	https://www.vibesmarthomes.com/privacy-policy/
553	vibrosaver	http://shop.vibrosaver.com/	http://shop.vibrosaver.com/pages/privacy-policy
554	vivint	https://www.vivint.com/	https://www.vivint.com/company/policies/privacy
555	vivitar	http://www.vivitar.com/	None
556	vivotek	https://www.vivotek.com/	https://www.vivotek.com/privacy
557	vizio	https://www.vizio.com/en/home	https://www.vizio.com/en/terms/privacy-policy
558	vocolinc	https://www.vocolinc.com/	https://www.vocolinc.com/pages/privacy-policy
559	votion	https://www.votion.io/	None
560	warmup	http://www.warmup.com/	https://www.warmup.com/privacy-policy
561	wasserstein-home	https://wasserstein-home.com/	https://wasserstein-home.com/pages/wasserstein-privacy-policy
562	wbmsmart	https://wbmsmart.com/	https://wbmsmart.com/privacypolicy
563	wemo	https://www.wemo.com/	https://www.wemo.com/privacy-policy/
564	whirlpool	https://www.whirlpool.com/	https://www.whirlpool.com/services/about-us/privacy-statement.html
565	whistle	https://www.whistle.com/	https://www.mars.com/privacy
566	wifiplug	https://wifiplug.co.uk/	https://wifiplug.co.uk/privacy/
567	wink	https://www.wink.com/	https://www.wink.com/legal/
568	wisilica	http://wisilica.com/	https://wisilica.com/privacy-policy.html
569	withings	https://support.withings.com/hc/en-us	https://support.withings.com/hc/categories/115001515388
570	wizconnected	https://www.wizconnected.com/en-US/	https://www.wizconnected.com/en-US/privacy-notice/
571	woostars	http://www.woostars.com/	None
572	wooxhome	https://wooxhome.com/	https://wooxhome.com/privacy-policy-i4
573	wuliangroup	http://www.wuliangroup.com/en/	None
574	wyze	https://wyze.com/	https://wyze.com/privacy-statement-wyze-site
575	xiaomi-mi	https://xiaomi-mi.com/mi-smart-home/	None
576	xingtel	http://www.xingtel.com/	None
577	xoro	https://www.xoro.de/	None
578	yalelock	https://www.yalelock.com/en/yale/com/	https://www.yalelock.com/en/yale/com/menu/privacy-centre/
579	yardian	https://www.yardian.com/	https://www.yardian.com/privacy-policy/
580	yeelight	https://www.yeelight.com/	None
581	yesly	https://yesly.findernet.com/it/	https://yesly.findernet.com/it/privacy-policy/
582	yihonglife	https://www.yihonglife.com/	https://www.yihonglife.com/pages/privacy-policy
583	yonomi	https://www.yonomi.co/	https://www.yonomi.co/privacy-policy
584	yoswit	https://www.yoswit.com/	https://www.yoswit.com/privacy-policy.html
585	zemismart	https://www.zemismart.com/	None
586	zemote	https://www.zemote.in/	https://www.zemote.in/privacy-policy.pdf
587	zenecosystems	https://zenecosystems.com/	https://zenecosystems.com/privacy-policy/
588	zengge	http://www.zengge.com/	None
589	zmodo	https://www.zmodo.com/	https://www.zmodo.com/privacy-policy/
590	getzooz	http://www.getzooz.com/	None
591	avatarcontrols	http://www.avatarcontrols.com/	http://www.avatarcontrols.com/index.php?ac=article&at=list&tid=70
592	amcrest	https://amcrest.com/	https://amcrest.com/privacy-policy
593	crestron	https://www.crestron.com/	https://www.crestron.com/en-us/legal/privacy-policy|https://www.crestron.com/legal/crestron-privacy-statement-regarding-internet-data-collection
594	denon	https://usa.denon.com/en-us	https://usa.denon.com/en-us/support/privacy-policy
595	etekcity	https://www.etekcity.com/	https://www.etekcity.com/support/privacypolicy
596	cbyge	https://www.cbyge.com/	https://www.cbyge.com/pages/privacy-policy
597	merkuryinnovations	https://merkuryinnovations.com/brand/merkury/	https://merkuryinnovations.com/privacy/
598	iotton	http://www.iotton.com/	None
